n,p,v,corpus
対応,が,遅れる,ted
ビデオ,と,似る,ted
プール,が,ある,ted
ビデオ,を,見る,ted
ヒント,を,探す,ted
校,で,再挑戦する,ted
変化,が,起きる,ted
感情,を,操作する,ted
陽,を,浴びる,ted
データ,を,失う,ted
割,が,持つ,ted
症状,を,持つ,ted
年,に,引っ越す,ted
シカゴ,に,引っ越す,ted
街,に,ある,ted
旗,が,ある,ted
志向,が,培われる,ted
アメリカ,で,培われる,ted
財源,を,投入する,ted
等,に,投入する,ted
命,を,救う,ted
時,から,知る,ted
一言,で,言う,ted
五感,を,集中し為さる,ted
滅亡,を,待たない,ted
私,が,話す,ted
ビデオ,で,伝えられる,ted
テクノロジー,が,する,ted
問題,を,抱える,ted
存在,を,伝達出来る,ted
誰,が,落としそう,ted
エイズ,で,落としそう,ted
命,を,落としそう,ted
誰,が,加えられる,ted
暴行,を,加えられる,ted
事情,を,知る,ted
実際,に,知る,ted
私達,が,目指す,ted
世界,を,目指す,ted
事,を,変革する,ted
視覚障害者,が,運転する,ted
自分,で,運転する,ted
車,を,運転する,ted
母,が,失業する,ted
私,が,手伝う,ted
母,を,手伝う,ted
度,を,越す,ted
論文,を,発表する,ted
同時,に,考える,ted
プロジェクト,を,考える,ted
作品,と,考える,ted
人,を,踏み付ける,ted
人,を,踏み付ける,ted
ステレオタイプ,が,通用する,ted
方,を,使う,ted
棟上げ,を,する,ted
間一髪,で,逃れる,ted
死,を,逃れる,ted
後,に,思い出す,ted
現実,と,照らし合わせる,ted
常,に,予測してる,ted
出来事,を,予測してる,ted
経営者,が,見る,ted
テレビ,を,見る,ted
自分自身,を,見る,ted
権力,が,行使される,ted
段階,に,なる,ted
執行,に,立てる,ted
腹,を,立てる,ted
度胸,を,持ち合わせる,ted
製品,を,買う,ted
中,で,育つ,ted
自己,を,演じる,ted
ニュートン,が,見付ける,ted
中,に,見付ける,ted
誰,が,する,ted
気,に,する,ted
飲み歩く,に,行く,ted
誰,を,連れる,ted
一緒,に,連れる,ted
方法,を,見付ける,ted
必要,が,ある,ted
ワクチン,を,見付ける,ted
必要,が,ある,ted
方法,を,見付ける,ted
必要,が,ある,ted
実験,に,承諾する,ted
人々,に,対応する,ted
義務,が,ある,ted
科学者,から,構成される,ted
遊び心,が,欠ける,ted
気持ち,を,抑圧する,ted
悲劇,を,引き起こす,ted
中,に,見出す,ted
色,と,並べる,ted
我々,が,行う,ted
燃費,を,改善する,ted
効率,を,改善する,ted
全体,を,改善する,ted
私達,が,繋ぐ,ted
団体,を,繋ぐ,ted
同盟,を,築く,ted
こと,で,飛ぶ,ted
空,を,飛ぶ,ted
私,が,取り上げたい,ted
其れ,が,機能する,ted
可能性,を,秘める,ted
牛,を,転がす,ted
作品,を,取り上げる,ted
こと,で,仕上げる,ted
雄,が,いる,ted
そこ,に,いる,ted
雄,を,引き連れる,ted
下,で,協業する,ted
人,が,協業する,ted
こと,で,生まれる,ted
利益,を,享受する,ted
中,を,見る,ted
物質,が,流れる,ted
柔軟性,が,ある,ted
促進,に,適する,ted
こと,が,分かる,ted
意識,を,集中させる,ted
事柄,に,集中させる,ted
事,が,起こる,ted
気球,を,放す,ted
気球,を,放す,ted
国々,が,投資する,ted
整備,に,投資する,ted
列車,に,投資する,ted
人,が,変える,ted
考え,を,変える,ted
意味,を,示す,ted
人々,に,語る,ted
ベスト,を,追い求める,ted
達,へ,贈る,ted
教え,を,伝える,ted
私達,に,伝える,ted
速度,で,進む,ted
蝸牛,が,求愛ダンスする,ted
側,へ,辿り着く,ted
左,に,曲がる,ted
ボタン,を,押す,ted
信号,が,変わる,ted
予定,が,空く,ted
感情,を,引き起こす,ted
為,に,言う,ted
コントローラー,で,入る,ted
ドル,で,入る,ted
手,に,入る,ted
工学,を,伴う,ted
中,に,読む,ted
伝記,を,読む,ted
言葉,を,持つ,ted
商機,が,ある,ted
物,が,存在する,ted
意義,が,ある,ted
外,で,する,ted
仕事,を,する,ted
花,が,生まれる,ted
こと,を,切り離す,ted
問題,が,得る,ted
達,が,する,ted
人,を,動かす,ted
協力,を,生み出す,ted
力,から,得る,ted
恩恵,を,得る,ted
土,に,気付く,ted
エマニュエル,に,来る,ted
音,に,なる,ted
場,で,発見する,ted
私,が,憧れ,ted
風景,が,なる,ted
カレンダー,に,なる,ted
絵葉書,に,なる,ted
設計,に,使われる,ted
額縁,に,入れる,ted
リビング,に,飾られる,ted
歌手,が,歌う,ted
曲,を,歌う,ted
歌詞,に,乗せる,ted
姿,を,想像する,ted
家,に,帰る,ted
両親,に,言う,ted
声,を,してる,ted
先生,を,してる,ted
リズム,に,乗せる,ted
出来事,を,表す,ted
敵愾心,に,満ちる,ted
軍隊,が,入り込む,ted
平野,から,通る,ted
地,を,通る,ted
山脈,に,入り込む,ted
手,を,上げる,ted
代用品,を,作る,ted
人,が,死ぬ,ted
耳,に,する,ted
基語,に,属さない,ted
作品,を,用いる,ted
回路,を,作る,ted
放射能,で,損なわれる,ted
土,に,生える,ted
植物,が,生える,ted
メキシコ,が,直面する,ted
課題,を,解決しない,ted
形,を,描く,ted
アイ,を,向ける,ted
顔,に,向ける,ted
音,を,書き留める,ted
肖像画,を,作る,ted
達,が,戦う,ted
海,を,越える,ted
紛争,で,戦う,ted
男性,が,助ける,ted
バランス,を,保つ,ted
発生,が,起きる,ted
特徴,を,見る,ted
奨学金,で,行く,ted
海外,へ,行く,ted
そこ,で,勉強する,ted
私,と,受ける,ted
一緒,に,受ける,ted
訓練,を,受ける,ted
一緒,に,熟す,ted
訓練,を,熟す,ted
戦争,に,備える,ted
実際,に,赴く,ted
戦争,へ,赴く,ted
学校,から,始まる,ted
キャンペーン,が,行われる,ted
全て,が,達成される,ted
常,に,ある,ted
関心,が,ある,ted
そこ,で,なる,ted
重点,が,なる,ted
人々,が,求める,ted
進歩,を,求める,ted
面識,が,ある,ted
私,が,呼ぶ,ted
人,を,扱い,ted
家,に,招き入れる,ted
タウン,で,見る,ted
私達,が,見る,ted
何,が,起こる,ted
彼れ,を,する,ted
線路,を,撮影する,ted
鼠,が,出る,ted
男性,が,来る,ted
此処,で,出来る,ted
事実,に,なる,ted
実験,を,する,ted
さん,に,いる,ted
男性,が,いる,ted
スタッフ,から,愛される,ted
彼,に,いない,ted
友達,が,いない,ted
商品,を,売り出す,ted
此れ,を,呼ぶ,ted
擬制,と,呼ぶ,ted
こと,が,ある,ted
災い,を,招く,ted
必要,が,ある,ted
僕,が,伝える,ted
事故,で,亡くなる,ted
人,が,食べる,ted
さん,で,見る,ted
端,を,使う,ted
サンドイッチ,を,見る,ted
一緒,に,働く,ted
能力,を,認めさせる,ted
さん,が,覚える,ted
アメリカ,で,流行る,ted
中毒,が,流行る,ted
匂い,が,する,ted
件,で,崩壊する,ted
物質,が,倒れる,ted
言葉,で,入力される,ted
文章,が,入力される,ted
言葉,が,ある,ted
体,に,入る,ted
ヨーグルト,を,食べる,ted
上面,に,つける,ted
手,を,つける,ted
そこ,で,設計しなおす,ted
決心,を,固める,ted
立場,から,設計しなおす,ted
設備,を,設計しなおす,ted
農民,が,持つ,ted
何,を,持つ,ted
何,を,する,ted
必要,と,する,ted
耳,を,傾ける,ted
大部分,に,与える,ted
脅威,を,与える,ted
大部分,に,与える,ted
脅威,を,与える,ted
後,に,繰り返す,ted
全体,を,繰り返す,ted
ボール,を,打つ,ted
其れ,を,続ける,ted
目,に,あう,ted
スピントロニクスセンター,に,勤める,ted
デコヒーレンス,を,測定する,ted
此処,で,絡む,ted
太陽光,が,絡む,ted
僕,と,話す,ted
子供達,を,管理しない,ted
空,に,或る,ted
動き,が,異なる,ted
天体,が,或る,ted
こと,に,気付く,ted
裁判官,が,順繰り回る,ted
舎,を,順繰り回る,ted
話,を,聴きたい,ted
人,が,遣る,ted
こと,を,考える,ted
情報,が,含まれる,ted
tedmed,で,試みる,ted
データ,を,当てる,ted
顕微鏡,に,当てる,ted
設計,を,呼び掛ける,ted
理解,を,深める,ted
彼,が,行った,ted
為,に,行った,ted
写真,を,撮る,ted
アイデア,が,到達出来る,ted
クリティカルマス,に,到達出来る,ted
全て,と,言う,ted
諸国,が,持ち続けたい,ted
影響力,を,持ち続けたい,ted
競争,に,勝つ,ted
道,を,考える,ted
ミドルクラス,を,生み出す,ted
効果,に,合わせる,ted
焦点,を,合わせる,ted
必要,が,ある,ted
等,が,監視する,ted
説明,を,監視する,ted
私達,が,望む,ted
本当,に,望む,ted
民主主義,を,作る,ted
行動,を,反省する,ted
気候,に,及ぼす,ted
影響,を,及ぼす,ted
こと,に,馳せる,ted
思い,を,馳せる,ted
こと,で,抑えられる,ted
私達,が,直面する,ted
システム,を,構築する,ted
ドナー,が,いる,ted
所,で,作る,ted
仕組み,を,作る,ted
人々,が,いる,ted
間,に,蒔かれる,ted
土壌,に,蒔かれる,ted
種子,が,蒔かれる,ted
音楽,が,聞こえる,ted
音,に,聞こえる,ted
音楽,を,聞く,ted
音楽,を,嫌う,ted
何,を,入れる,ted
卵,が,生まれる,ted
ニュース,に,なる,ted
麻疹,と,言う,ted
世界,を,飛び回る,ted
刑務所,に,収容する,ted
人,を,収容する,ted
靴,を,調べさせる,ted
其れ,で,聞く,ted
塩,が,ある,ted
平和,から,生じる,ted
広範囲,に,広まる,ted
人,に,届く,ted
仮,に,行く,ted
其れ,を,受ける,ted
海底,に,設置される,ted
文字,が,読む,ted
活動,で,使い尽くす,ted
物,を,再建する,ted
夜,に,回復する,ted
専門家,に,する,ted
話,を,する,ted
順,に,現れる,ted
リスト,が,現れる,ted
市民,が,投票出来る,ted
年,に,出会う,ted
コンピューター,に,出会う,ted
為,に,書かれる,ted
私,に,分かる,ted
力,が,語られる,ted
私,が,感じる,ted
食料,を,生産する,ted
燃料,を,使用しない,ted
エコシステム,が,出来る,ted
こと,を,信じる,ted
選挙権,を,使用する,ted
悲劇,が,起こる,ted
代わり,に,課する,ted
国王,が,課する,ted
国民,に,課する,ted
民主主義,を,課する,ted
憲法,に,入れる,ted
民主主義,を,入れる,ted
こと,を,主張する,ted
動作,を,観察する,ted
此れ,を,変える,ted
研究者,が,観察できない,ted
内,で,起こる,ted
過程,を,する,ted
CG,に,する,ted
tedxsydney,で,紹介する,ted
人,を,楽しませる,ted
本当,に,ある,ted
間,に,ある,ted
事例,が,ある,ted
そこ,で,立ちす尽くす,ted
前,に,座る,ted
アイデア,を,交換する,ted
道,を,進む,ted
者,と,なる,ted
上,に,立つ,ted
他人,から,学ぶ,ted
井戸,を,掘る,ted
失敗,に,終わる,ted
私,を,する,ted
目,に,する,ted
手,を,動かし始める,ted
達,を,呼ぶ,ted
想像,を,こえる,ted
物,に,なる,ted
想像,を,こえる,ted
物,に,なる,ted
手段,で,生まれる,ted
舞台上,で,実験する,ted
奴,と,思われる,ted
精神疾患,を,患う,ted
私達,が,求める,ted
皆,が,求める,ted
軋轢,を,生む,ted
目的,で,発行される,ted
ポーランド,で,発行される,ted
フランク,が,乱用する,ted
権力,を,乱用する,ted
ヒトラー,に,思わせる,ted
行動,を,起こす,ted
代償,が,なる,ted
実演,を,通す,ted
家,で,作る,ted
粘土,で,説明出来る,ted
性質,が,説明出来る,ted
こと,を,示す,ted
電球,を,付ける,ted
モーター,を,回す,ted
子供,を,する,ted
者,に,する,ted
靴,を,売りたい,ted
後,に,話す,ted
中,で,話す,ted
私,に,話す,ted
彼女,が,狙う,ted
自分,を,狙う,ted
研究,を,進める,ted
事,が,なる,ted
神経細胞,で,行う,ted
処理,を,行う,ted
モラル,が,向上する,ted
うち,に,なる,ted
運転,が,なる,ted
海,から,取れる,ted
限り,が,ある,ted
倍,に,相当する,ted
鳴き声,を,学ぶ,ted
鳴き声,を,発展させる,ted
個体,を,見分ける,ted
哺乳類,を,心配する,ted
息,を,する,ted
水面,に,来る,ted
度,に,晒される,ted
蒸気,に,晒される,ted
此れ,を,吸い込む,ted
其れ,を,増やす,ted
こと,に,"成功し
",ted
哺乳類,を,操る,ted
細部,を,見分ける,ted
文字,を,読む,ted
虫眼鏡,を,使わない,ted
裸眼,で,読む,ted
虫眼鏡,を,使わない,ted
裸眼,で,読む,ted
人々,に,学ぶ,ted
教育,を,受ける,ted
役割,を,担う,ted
歌,を,歌う,ted
前,に,歌う,ted
お母さん,が,歌う,ted
選択肢,を,与える,ted
選択肢,を,奪い取る,ted
方向,を,目指す,ted
年,に,施行される,ted
木こり,が,存在する,ted
半分,に,ある,ted
セキュリティー,に,なる,ted
躍起,に,なる,ted
国家,に,なる,ted
一方,で,いる,ted
恩恵,を,受ける,ted
方,に,いる,ted
一人,が,見極める,ted
性別,を,見極める,ted
ポップアップ,を,付ける,ted
勉強,を,する,ted
私,が,言う,ted
研究,から,得られる,ted
何,を,得られる,ted
画像,と,比べる,ted
此れ,が,発表される,ted
年,に,発表される,ted
社,から,発表される,ted
バキューム,で,ある,ted
重量,が,ある,ted
掛かり,で,動かさず,ted
価格,で,売られる,ted
テーブル,で,見る,ted
僕,を,見る,ted
食費,が,かかり過ぎる,ted
話,が,与える,ted
人生,に,与える,ted
影響,を,与える,ted
ロールモデル,に,なる,ted
私,を,案内する,ted
中,へ,案内する,ted
教授,を,見付ける,ted
水,を,持ち帰る,ted
ホップ,が,なる,ted
一部,を,繰り返す,ted
投稿,から,推測出来る,ted
こと,を,推測出来る,ted
講演,を,見る,ted
情報,を,コントロールする,ted
力,を,戻す,ted
手,に,戻す,ted
理由,を,語る,ted
受話器,を,取る,ted
手,が,震える,ted
理論,を,完成させる,ted
進歩,を,続ける,ted
洞察,を,寄せ集める,ted
所,を,閉鎖する,ted
後,で,変わる,ted
人,が,上る,ted
エベレスト,に,上る,ted
共,に,立つ,ted
ビル,が,立つ,ted
話,を,広める,ted
達,を,さす,ted
馬,を,引く,ted
首,を,操る,ted
内側,から,操る,ted
スケール,で,言う,ted
人々,が,撫でる,ted
表面,を,撫でる,ted
実際,に,出来る,ted
能力,を,使う,ted
こと,に,驚く,ted
旅,が,刺激する,ted
人々,を,刺激する,ted
中,で,生かす,ted
ポテンシャル,を,生かす,ted
何,を,やりたい,ted
こと,を,考える,ted
権力,が,ある,ted
事実,を,尊重する,ted
政治,を,成す,ted
永遠,に,残る,ted
私達,が,する,ted
犠牲,に,する,ted
年,に,行われる,ted
オーディオ,が,来る,ted
最後,に,来る,ted
箇国,で,認められる,ted
発生,が,認められる,ted
等,を,出す,ted
imu,から,出す,ted
仲間,が,出来る,ted
他,に,ある,ted
何,が,ある,ted
訓練,を,する,ted
前,で,爆発する,ted
バス,が,爆発する,ted
自然,が,通す,ted
生態系,を,通す,ted
スタン,で,起きる,ted
地滑り,が,起きる,ted
人,が,なる,ted
生き埋め,に,なる,ted
此処,に,いる,ted
賞,を,受賞する,ted
年,に,受賞する,ted
ストラディバリウス,を,叩き付ける,ted
床,に,叩き付ける,ted
時点,で,使う,ted
人,が,使う,ted
自転車,を,使う,ted
人,が,使う,ted
自動車,を,使う,ted
視点,を,持つ,ted
こと,に,設置される,ted
建物,に,設置される,ted
アイデア,を,持ち続ける,ted
枠,を,越える,ted
体制,を,拡充し続ける,ted
教育,に,投資し続ける,ted
廃業,に,至る,ted
蝸牛,が,混入する,ted
ジンジャービア,を,売り続ける,ted
集団,を,結成する,ted
一丸,と,なる,ted
実際,に,生成される,ted
レンダリング,で,生成される,ted
男,が,着る,ted
国,を,理解する,ted
話,を,する,ted
ラット,を,使う,ted
方,に,見える,ted
点,が,見える,ted
実際,に,使う,ted
授業,で,使う,ted
スーパーコンピューター,で,動かす,ted
私,が,遣る,ted
利点,を,齎す,ted
ラッセル,が,追い続ける,ted
間,を,繋ぐ,ted
中,に,見付ける,ted
居場所,を,見付ける,ted
理由,が,ある,ted
こと,に,支払われる,ted
医療費,が,支払われる,ted
成功,に,耐えられる,ted
創造力,を,維持する,ted
速さ,を,測る,ted
年生,を,知る,ted
前,に,返す,ted
卿,が,詰め寄られる,ted
女王,に,詰め寄られる,ted
時,に,返す,ted
言葉,を,思い出す,ted
脳,を,見る,ted
此れ,で,目指す,ted
何,を,目指す,ted
著作,から,引用する,ted
扉,を,開ける,ted
ヘゲモニー,を,捕らえる,ted
把握,を,創始する,ted
達,が,作る,ted
列,を,作る,ted
臼歯,が,腐る,ted
一部,に,加える,ted
違い,を,生む,ted
成績,を,取る,ted
素粒子,と,相互作用する,ted
ダイエット,で,落とす,ted
体重,を,維持する,ted
体重,で,痩せる,ted
元,から,痩せる,ted
人,に,比べる,ted
量,を,し続けない,ted
量,を,し続けない,ted
リーダーシップ,を,再定義する,ted
こと,に,協力する,ted
リーダーシップ,を,再定義する,ted
こと,に,協力する,ted
一緒,に,出来る,ted
仕事,が,出来る,ted
指揮者,と,言う,ted
ステレオ,と,比べる,ted
臨場感,が,ある,ted
時間,と,比べる,ted
物,に,感じられる,ted
リスク,を,記す,ted
自分,に,出来る,ted
何,が,出来る,ted
未来,を,切り売りする,ted
胸,を,殴る,ted
そこ,で,遣る,ted
中,を,動き回る,ted
ライン,で,働く,ted
者,に,なる,ted
資金,が,支える,ted
経済,を,支える,ted
獲物,を,見失わない,ted
経験,を,積む,ted
集団,で,しない,ted
狩り,を,しない,ted
恩恵,を,受ける,ted
胞子,を,出し終える,ted
体,を,追跡する,ted
平方数,を,足す,ted
13,に,なる,ted
行動,を,制御しない,ted
感覚,と,繋がる,ted
筋肉,を,コントロールしない,ted
一面,を,取る,ted
動き,に,変える,ted
物,を,話す,ted
此れ,を,見たい,ted
異文化,が,絡み合う,ted
方,を,する,ted
必要,と,する,ted
寝室,を,覗く,ted
考え,を,変える,ted
此処,に,来る,ted
オマー,で,起きる,ted
原則,を,見る,ted
憲法,に,認められる,ted
爆発,が,届かない,ted
連想,を,する,ted
政府,が,探す,ted
収入,を,探す,ted
国,に,掛かる,ted
人々,が,流れる,ted
川上,を,見上げる,ted
友,が,見当たらない,ted
こと,に,気付く,ted
企業,に,負ける,ted
先々,で,する,ted
達,を,する,ted
目,に,する,ted
完成,を,見れない,ted
人種,を,変える,ted
責任,が,伴わない,ted
顔,が,見えない,ted
行動,に,感じない,ted
責任,を,感じない,ted
説,から,成り立つ,ted
共,に,集める,ted
科学者,を,集める,ted
携帯電話,を,覗き込む,ted
姿勢,が,なる,ted
プロジェクト,を,始める,ted
つ,と,なる,ted
ジョーチム,が,紹介する,ted
家,を,紹介する,ted
植物,から,なる,ted
半ば,に,なる,ted
的,に,なる,ted
管,で,出来る,ted
等,が,断る,ted
X線写真,を,持つ,ted
通信,を,利用する,ted
送信,が,なる,ted
帽子,を,取る,ted
考え方,を,変える,ted
等,を,運ぶ,ted
握手,を,する,ted
問題,を,解決する,ted
信号,を,得る,ted
効果音,を,流す,ted
音,が,与える,ted
我々,に,与える,ted
事実,を,お聞き下さる,ted
デネット,が,リードする,ted
後,で,お話しする,ted
習慣,を,振り返る,ted
世界,から,脱出する,ted
文化,が,支配される,ted
力,を,失う,ted
ゴールドスタイン,が,説得する,ted
彼女,が,説く,ted
影響力,が,浸透する,ted
時,に,要する,ted
世代,を,要する,ted
理性,が,促す,ted
実際,に,促す,ted
進歩,を,促す,ted
TED,で,収録する,ted
cognitive,が,作成する,ted
時,に,誘う,ted
笑い,を,誘う,ted
アニメーション,を,作成する,ted
外,を,眺,ted
人,が,会う,ted
路上,で,会う,ted
其れ,を,始める,ted
御店,から,買う,ted
子,に,ある,ted
男性,に,なる,ted
中心,に,ある,ted
軒,を,選ぶ,ted
そこ,から,始める,ted
皆,が,入る,ted
気,に,入る,ted
凧,を,上げる,ted
型,に,嵌まる,ted
ポスター,を,取っちゃう,ted
規模,で,成し遂げる,ted
チーム,が,成し遂げる,ted
彼女,が,連れる,ted
母親,を,連れる,ted
人,が,利用する,ted
国,で,利用する,ted
ebay,を,利用する,ted
ミッション,を,計画する,ted
等,が,参加する,ted
プロジェクト,に,参加する,ted
複数,に,絡み合う,ted
複数,に,絡み合う,ted
暮らし,が,入る,ted
気,に,入る,ted
分泌,に,与える,ted
常,に,与える,ted
影響,を,与える,ted
影響,を,与える,ted
庭,で,遣る,ted
一人,で,遣る,ted
747,を,作っちまう,ted
玩具,を,作る,ted
隠蔽,に,なる,ted
問題,が,ある,ted
プロジェクト,を,紹介する,ted
机,を,再現できない,ted
上,に,並ぶ,ted
作品,が,並ぶ,ted
繋がり,が,見える,ted
関心,を,する,ted
口,に,する,ted
宝,が,眠る,ted
言葉,を,贈る,ted
近く,に,ある,ted
冒険,が,ある,ted
場所,が,ある,ted
詐欺師,が,信じ込ませる,ted
相手,に,信じ込ませる,ted
こと,を,信じる,ted
こと,で,行く,ted
何,を,する,ted
力,が,備わる,ted
そこ,で,する,ted
人生,を,変える,ted
決定,を,する,ted
国々,を,見渡す,ted
ソフト,を,装う,ted
中,を,読み取る,ted
ポップアップ,を,見る,ted
鯨,が,いない,ted
先,に,いない,ted
顧客,が,いない,ted
言葉,に,感心する,ted
対数,を,取る,ted
割合,が,なる,ted
調査,から,なる,ted
着想,を,得る,ted
シーン,から,来る,ted
話,に,戻りたい,ted
スペクトル,を,使い果たす,ted
開発,に,携わる,ted
説明責任,を,持たせる,ted
安全性,を,高める,ted
者,を,止める事,ted
犯行,が,マッチする,ted
時点,で,止める事,ted
初め,から,合わない,ted
被害,に,合わない,ted
男,が,率いる,ted
女,が,率いる,ted
一緒,に,写る,ted
ディオネ,を,従える,ted
部分,が,見える,ted
エンケラドス,が,写る,ted
絨毯,に,乗る,ted
驚き,が,ある,ted
棒,に,乗る,ted
ビデオ,を,選択出来る,ted
研究,に,持つ,ted
情熱,を,持つ,ted
此れ,を,続ける,ted
形,を,表現する,ted
功績,に,あやかりたい,ted
国,で,調べる,ted
腫瘍,を,発見出来る,ted
事,を,証明する,ted
画像,を,使う,ted
基金,に,申請する,ted
助成金,を,申請する,ted
此れ,から,話す,ted
環境,を,変える,ted
こと,で,変える,ted
行動,を,変える,ted
一緒,に,する,ted
願い,を,叶える,ted
夢,を,実現する,ted
手助け,を,する,ted
列車,で,離れる,ted
名言,が,離れる,ted
頭,から,離れる,ted
ドル,が,入る,ted
手,に,入る,ted
病気,を,押さえる,ted
必要,と,される,ted
機会,を,拡大する,ted
少年,に,与える,ted
悪影響,を,与える,ted
年,に,行く,ted
彼女,が,知ってる,ted
養子,と,知ってる,ted
森林,を,守る,ted
昔,から,ある,ted
取り組み,が,行われる,ted
代,に,起きる,ted
破壊,が,起きる,ted
我々,が,する,ted
何,を,する,ted
アイデア,を,紹介する,ted
ブラジル,で,得る,ted
教訓,を,適用できない,ted
問題解決,に,適用できない,ted
中頃,に,放送される,ted
脇,に,呼ばれる,ted
掲揚,が,放送される,ted
音楽,が,始まる,ted
デザイン,が,適する,ted
水中,を,泳ぐ,ted
こと,が,分かる,ted
お金,が,ある,ted
身体,を,捻る,ted
玉,と,ある,ted
前,に,言う,ted
こと,が,ある,ted
固まり,が,潜り抜ける,ted
レーダー,を,潜り抜ける,ted
ベッド,に,誘う,ted
鬱病,に,なる,ted
此れ,が,与える,ted
私達,に,与える,ted
影響,を,与える,ted
スピーカー,が,する,ted
懸念,を,する,ted
言葉,に,する,ted
ベッド,に,入る,ted
一日,を,振り返る,ted
自分,が,貢献する,ted
ベスト,を,尽くす,ted
次,に,組ませる,ted
中心,に,いる,ted
現場,で,目指す,ted
改革,を,目指す,ted
達,に,組ませる,ted
タッグ,を,組ませる,ted
レガート,が,作る,ted
エフェクト,を,駆使する,ted
時,に,越える,ted
リアリティー,を,高める,ted
語り,で,聞かせる,ted
時間,が,増加する,ted
利益,を,上げる,ted
時間,が,なる,ted
実際,に,増加する,ted
収入,が,増加する,ted
インプラント,が,ある,ted
手術,で,埋め込まれる,ted
内耳,に,埋め込まれる,ted
私達,が,呼ぶ,ted
文化,と,呼ぶ,ted
部屋,に,置く,ted
マイク,を,置く,ted
見方,を,する,ted
使い方,が,出来る,ted
写真,を,アップロードする,ted
以上,に,変える,ted
世界,を,変える,ted
蜜蜂,が,消滅する,ted
思い遣り,を,助長する,ted
チューリッヒ工科大学,に,行く,ted
人間,が,起こす,ted
データ,を,集める,ted
影,を,測る,ted
市民,が,詰め掛ける,ted
街,に,詰め掛ける,ted
革命,に,送る,ted
喝采,を,送る,ted
こと,に,気付く,ted
未来,に,向かう,ted
過去,に,加える,ted
未来,を,加える,ted
こと,を,止める,ted
等,を,見る,ted
こと,に,結び付ける,ted
口,に,する,ted
魚,が,結び付ける,ted
さん,を,結び付ける,ted
軍,に,結び付ける,ted
枠組み,で,出来る,ted
クローン,が,成功する,ted
アカント,を,作る,ted
ボブ,が,作る,ted
アカント,を,作る,ted
時,に,行う,ted
バックグラウンド,で,行う,ted
市,が,選ぶ,ted
方針,を,選ぶ,ted
こと,が,起こる,ted
風景画,で,飲む,ted
人物,が,飲む,ted
ワイン,を,飲む,ted
女性,が,いる,ted
下,に,いる,ted
姿,が,ある,ted
先生,が,たずねる,ted
此れ,が,出来る,ted
手,を,上げる,ted
方,に,求める,ted
プロジェクト,を,始める,ted
手助け,と,なる,ted
協力,を,求める,ted
こと,に,取り戻す,ted
正気,を,取り戻す,ted
助け,が,ある,ted
私,に,賛同する,ted
現時点,で,知る,ted
我々,が,知る,ted
関係,を,自慢したい,ted
彼女,が,捏ち上げる,ted
話,を,捏ち上げる,ted
大学,を,創設する,ted
此れ,で,運ぶ,ted
荷物,を,運ぶ,ted
此れ,で,運ぶ,ted
荷物,を,運ぶ,ted
此れ,が,国,ted
全体,を,網羅出来る,ted
社,が,導入する,ted
仕事,に,する,ted
復帰,を,する,ted
インターンシップ,を,導入する,ted
商品,に,名付ける,ted
水面,に,浮く,ted
革命,を,起こす,ted
大都市,に,住む,ted
問題,に,なる,ted
車,を,下りる,ted
私,が,行く,ted
駐車スペース,に,立つ,ted
機会,を,与える,ted
系統,に,限定される,ted
実際,に,遣る,ted
御覧,に,入れる,ted
全体,に,及ぶ,ted
域,を,見る,ted
時間,を,使う,ted
法律,に,反する,ted
ワシントン,を,見る,ted
変化,を,恐れる,ted
死,に,至る,ted
電子工学,を,教える,ted
形,が,与えられる,ted
パン生地,が,生きる,ted
こと,を,証明する,ted
風味,を,増す,ted
等,が,上陸する,ted
箇所,に,なる,ted
年,に,及ぶ,ted
結果,を,見る,ted
ピラミッド,と,呼ぶ,ted
内耳,が,設計される,ted
写真,が,語る,ted
ウクライナ,に,限らない,ted
私,が,言う,ted
生産力,が,ある,ted
子,を,育てる,ted
自分,に,注がれる,ted
愛,に,見合う,ted
幸福,が,巡る,ted
子供,に,巡る,ted
変革,を,生み出す,ted
こと,に,感謝する,ted
ユーモア,に,富む,ted
歴史,を,駆け抜ける,ted
存在,に,なる,ted
完成,を,待たず,ted
感想,を,する,ted
耳,に,する,ted
存在,に,なる,ted
人,が,いる,ted
才能,が,ある,ted
デザイン,を,頼む,ted
そこ,に,植えられる,ted
ラベル,が,張る,ted
袋,に,入る,ted
ラベル,が,張る,ted
袋,に,入る,ted
相手,に,する,ted
戦争,を,する,ted
歴史,を,通す,ted
科学,に,仕掛ける,ted
戦争,を,仕掛ける,ted
科学,が,勝つ,ted
常,に,勝つ,ted
事実,が,ある,ted
保護区,と,なる,ted
そこ,で,向ける,ted
目,を,向ける,ted
人,に,上る,ted
人,が,避難する,ted
不満,を,抱く,ted
腕,を,上げる,ted
左右,に,振る,ted
私,が,遣る,ted
研究,を,する,ted
研究,を,する,ted
分野,を,選び為さる,ted
暴行,で,受ける,ted
判決,を,受ける,ted
国,を,選ぶ,ted
足,で,立ち上がる,ted
力,を,得る,ted
国民,で,築く,ted
私,が,見る,ted
人々,を,観察する,ted
身,を,隠す,ted
後,に,遣る,ted
祖父,が,遣る,ted
ロンドン,に,遣る,ted
尊敬,を,忘れる,ted
生物,に,纏わる,ted
Google,が,購入する,ted
此処,で,考える,ted
